NOMBRETOT,AUX_Tfno,DIR_LOCALIDAD,DIR_CP,DIR_PROVINCIA,ESTADO_2,ESTADO_1,NOMBRE1,DIR_COMPLETA,AUX_Idiomas,NOMBRE2,DIR_CALLE,TIEMPO
"Cerdan Darder, Carlos                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )",971918000,PALMA DE MALLORCA,07010,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Cerdan Darder, Carlos                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )","Cmno. Dels Reis, s/n, 07010 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,"Cerdan Darder, Carlos                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )","Cmno. Dels Reis, s/n",2017-11-14T00:11:05.164000
"Chavez, Victor Hugo                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )",971918000,PALMA DE MALLORCA,07010,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Chavez, Victor Hugo                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )","Cmno. Dels Reis, s/n, 07010 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,"Chavez, Victor Hugo                                                                                                                    (Hospital Quirónsalud Palmaplanas                                                             )","Cmno. Dels Reis, s/n",2017-11-14T00:11:05.786000
Clinic Balear,971682020,CALVIA,07181,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"Avda. Cordoba s/n CB Palmanova, 07181 - CALVIA - BALEARES/ILLES BALEARS",,,Avda. Cordoba s/n CB Palmanova,2017-11-14T00:11:06.595000
Clinic Balear,971883030,INCA,07300,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"C/ Gran Vía Colón, 201 CB INCA, 07300 - INCA - BALEARES/ILLES BALEARS",,,"C/ Gran Vía Colón, 201 CB INCA",2017-11-14T00:11:07.171000
Clinic Balear,971774343,PALMA DE MALLORCA,07006,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"C/ Nuredduna, 4 CB PALMA, 07006 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,,"C/ Nuredduna, 4 CB PALMA",2017-11-14T00:11:07.741000
Clinic Balear,971634333,SOLLER,07100,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"C/ Sa Mar, 163 CB SÓLLER, 07100 - SOLLER - BALEARES/ILLES BALEARS",,,"C/ Sa Mar, 163 CB SÓLLER",2017-11-14T00:11:08.312000
Clinic Balear,971556000,MANACOR,07500,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"Ronda Institut, 13 CB MANACOR, 07500 - MANACOR - BALEARES/ILLES BALEARS",,,"Ronda Institut, 13 CB MANACOR",2017-11-14T00:11:08.897000
Clinic Balear,971651999,CAMPOS,07630,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clinic Balear,"Ronda Manacor, 25 CB CAMPOS, 07630 - CAMPOS - BALEARES/ILLES BALEARS",,,"Ronda Manacor, 25 CB CAMPOS",2017-11-14T00:11:09.485000
Clínica Juaneda,971221220,PALMA DE MALLORCA,07003,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clínica Juaneda,"C/ Company, 30, 07003 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,,"C/ Company, 30",2017-11-14T00:11:10.076000
Clínica Juaneda Miramar,971767000,PALMA DE MALLORCA,07011,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clínica Juaneda Miramar,"Cmno. de la Vileta, 30, 07011 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,,"Cmno. de la Vileta, 30",2017-11-14T00:11:10.663000
Clínica Menorca,971480505,CIUTADELLA DE MENORCA,07760,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clínica Menorca,"C/ Canonge Moll, s/n, 07760 - CIUTADELLA DE MENORCA - BALEARES/ILLES BALEARS",,,"C/ Canonge Moll, s/n",2017-11-14T00:11:11.271000
Clínica Rotger-Grupo Quirónsalud,971448500,PALMA DE MALLORCA,07012,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Clínica Rotger-Grupo Quirónsalud,"C/ Santiago Russinyol, 9, 07012 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,,"C/ Santiago Russinyol, 9",2017-11-14T00:11:11.846000
Consultas Médicas Juaneda Inca,971507777,INCA,07300,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,Consultas Médicas Juaneda Inca,"Gran Vía Colón, 48 Bajos, 07300 - INCA - BALEARES/ILLES BALEARS",,,"Gran Vía Colón, 48 Bajos",2017-11-14T00:11:12.425000
"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )",902302354,EIVISSA,07800,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )","C/ Archiduque Luís Salvador, 10 Consultas externas, 07800 - EIVISSA - BALEARES/ILLES BALEARS",,"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )","C/ Archiduque Luís Salvador, 10 Consultas externas",2017-11-14T00:11:13.064000
"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )",902302354,EIVISSA,07800,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )","C/ Vía Romana, 48 Consultas Externas II, 07800 - EIVISSA - BALEARES/ILLES BALEARS",,"Cortés León, Marta                                                                                                                    (Policlínica Ntra. Sra. del Rosario                                                             )","C/ Vía Romana, 48 Consultas Externas II",2017-11-14T00:11:13.907000
"Cvejic, Zorica",971764161,PALMA DE MALLORCA,07004,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Cvejic, Zorica","C/ 31 Diciembre 12, Bajo Instituto Quirúrgico, 07004 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,,"C/ 31 Diciembre 12, Bajo Instituto Quirúrgico",2017-11-14T00:11:14.502000
"Cvejic, Zorica                                                                                                                    (Centro Policlínico Quirúrgico                                                             )",971764161,Palma de Mallorca,07004,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"Cvejic, Zorica                                                                                                                    (Centro Policlínico Quirúrgico                                                             )","C/ 31 Diciembre, 12 Bajos, 07004 - Palma de Mallorca - BALEARES/ILLES BALEARS",,"Cvejic, Zorica                                                                                                                    (Centro Policlínico Quirúrgico                                                             )","C/ 31 Diciembre, 12 Bajos",2017-11-14T00:11:15.135000
"De la Zerda, Ana Maria                                                                                                                    (Clínica Juaneda                                                             )",971221220,PALMA DE MALLORCA,07003,BALEARES/ILLES BALEARS,OBSTETRICIA Y GINECOLOGIA,BALEARES/ILLES BALEARS,"De la Zerda, Ana Maria                                                                                                                    (Clínica Juaneda                                                             )","C/ Company, 30, 07003 - PALMA DE MALLORCA - BALEARES/ILLES BALEARS",,"De la Zerda, Ana Maria                                                                                                                    (Clínica Juaneda                                                             )","C/ Company, 30",2017-11-14T00:11:15.768000
